Source,Target,Type,Label,Weight,source type,edge label,target type,gender
Fürst Andrei Bolkonski,Freund,Undirected,,1,Figur,verkörpert,Rolle,
Fürst Andrei Bolkonski,Egoist,Undirected,,1,Figur,verkörpert,Rolle,
Fürstin Bolkonskaja,Kranke,Undirected,,1,Figur,verkörpert,Rolle,
Fürstin Bolkonskaja,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Pierre,Fremder,Undirected,,1,Figur,verkörpert,Rolle,
Fürstin Bolkonskaja,Dame,Undirected,,1,Figur,verkörpert,Rolle,
Fürst Andrei Bolkonski,Ehegatte,Undirected,,1,Figur,verkörpert,Rolle,
Fürst Andrei Bolkonski,Mensch,Undirected,,1,Figur,verkörpert,Rolle,
Fürstin Bolkonskaja,Weib,Undirected,,1,Figur,verkörpert,Rolle,
Fürst Andrei Bolkonski,Plauderer,Undirected,,1,Figur,verkörpert,Rolle,
Pierre,Teuerster,Undirected,,1,Figur,verkörpert,Rolle,
Antol,Sohn,Undirected,,1,Figur,verkörpert,Rolle,
Fürst Wasili,Kuragin,Undirected,,1,Figur,verkörpert,Rolle,
Anatol,Hausherr,Undirected,,1,Figur,verkörpert,Rolle,
Dolochow,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Dolochow,Offizier,Undirected,,1,Figur,verkörpert,Rolle,
Dolochow,Spieler,Undirected,,1,Figur,verkörpert,Rolle,
Dolochow,Raufbold,Undirected,,1,Figur,verkörpert,Rolle,
Stevens,Engländer,Undirected,,1,Figur,verkörpert,Rolle,
Stevens,Seemännlich,Undirected,,1,Figur,verkörpert,Rolle,
Anatol,Berühmtheit,Undirected,,1,Figur,verkörpert,Rolle,
Dolochow,Berühmtheit,Undirected,,1,Figur,verkörpert,Rolle,
Pierre,Kraftmensch,Undirected,,1,Figur,verkörpert,Rolle,
Dolochow,Sitzender,Undirected,,1,Figur,verkörpert,Rolle,
Dolochow,Kerl,Undirected,,1,Figur,verkörpert,Rolle,
Pierre,Betrunkener,Undirected,,1,Figur,verkörpert,Rolle,
Boris,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Borsi,Fähnrich,Undirected,,1,Figur,verkörpert,Rolle,
Boris,Fähnrich,Undirected,,1,Figur,verkörpert,Rolle,
Natalia,Tochter,Undirected,,1,Figur,verkörpert,Rolle,
Dmitri Wasiljewitsch,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Marja Lwowna Karagina,Gräfin,Undirected,,1,Figur,verkörpert,Rolle,
Graf Besuchow,Krösus,Undirected,,1,Figur,verkörpert,Rolle,
Graf Besuchow,Lebemännlich,Undirected,,1,Figur,verkörpert,Rolle,
Hexe Hargar,Meg,Undirected,,1,Rolle,spielt,Figur,
Hugo,Jo,Undirected,,1,Rolle,spielt,Figur,
ein Kobold,Beth,Undirected,,1,Rolle,spielt,Figur,
ein Geist,Amy,Undirected,,1,Rolle,spielt,Figur,
Zara,Amy,Undirected,,1,Rolle,spielt,Figur,
Roderigo,Jo,Undirected,,1,Rolle,spielt,Figur,
das Publikum,Mrs. March,Undirected,,1,Rolle,spielt,Figur,
Jo,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. March,Mutter,Undirected,,1,Figur,verkörpert,Rolle,
Mr. March,Vater,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Bücherwurm,Undirected,,1,Figur,verkörpert,Rolle,
Mr. March,Papa,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Völkchen,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Völkchen,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Völkchen,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Völkchen,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Gestalt,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Hosenmatz,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Friedensstifterin,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Schwester,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Josephine,Undirected,,1,Figur,verkörpert,Rolle,
Jo,junge Dame,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Miss March,Undirected,,1,Figur,verkörpert,Rolle,
Jo,kein Junge,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Bruder,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Gans,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Wildfang,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Schätzchen,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Maus,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Liebling,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Schwester,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Schwester,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Schwester,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Margaret,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Älteste,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Hengstfohlen,Undirected,,1,Figur,verkörpert,Rolle,
Jo,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Elisabeth,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Fräulein,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Jüngste,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Person,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Schneejungweiblich,Undirected,,1,Figur,verkörpert,Rolle,
Amy,junge Dame,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. March,Mami,Undirected,,1,Figur,verkörpert,Rolle,
Jo,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Liebes,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Schauspielerin,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Shakespeare,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. March,Dame,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Lieben,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Lieben,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Lieben,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Lieben,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Baby,Undirected,,1,Figur,verkörpert,Rolle,
Mr. March,Kaplan,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Trommler,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Trompeter,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Krankenschwester,Undirected,,1,Figur,verkörpert,Rolle,
Mr. March,Schreiber,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Meg,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Beth,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Amy,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Liebe,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Pilger,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Pilger,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Pilger,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Pilger,Undirected,,1,Figur,verkörpert,Rolle,
Tante March,Tante,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. March,Sängerin,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. March,Lerche,Undirected,,1,Figur,verkörpert,Rolle,
Hannah,Freundin,Undirected,,1,Figur,verkörpert,Rolle,
Hannah,Dienstmagd,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Beste,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Tochter,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Tochter,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Tochter,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Tochter,Undirected,,1,Figur,verkörpert,Rolle,
eine arme weiblich,Mutter,Undirected,,1,Figur,verkörpert,Rolle,
ein Baby,Baby,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. March,Engel,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Engel,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Engel,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Engel,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Engel,Undirected,,1,Figur,verkörpert,Rolle,
eine arme weiblich,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Hannah,Engel,Undirected,,1,Figur,verkörpert,Rolle,
sechs arme Kinder,Arme,Undirected,,1,Figur,verkörpert,Rolle,
sechs arme Kinder,Vögel,Undirected,,1,Figur,verkörpert,Rolle,
sechs arme Kinder,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Engelkind,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Engelkind,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Engelkind,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Engelkind,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Wirbelwind,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Mensch,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Mensch,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Mensch,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Mensch,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Schauspieler,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Schauspieler,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Schauspieler,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Schauspieler,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Laurence,Großvater,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Junge,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Laurence,alter Herr,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Kerl,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Enkel,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Gentleman,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Miss,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Miss,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Kammerzofe,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Kammerzofe,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Friseuse,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Schaf,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Liebe,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Liebe,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. Gardiner,alte Dame,Undirected,,1,Figur,verkörpert,Rolle,
Sallie,Tochter,Undirected,,1,Figur,verkörpert,Rolle,
Sallie,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Hengst,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Träger,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Jugendlicher,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Person,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Laurence,Opa,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Theodore,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Dora,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Dame,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Bekannte,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Bekannte,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Partner,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Liebes,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Tollpatsch,Undirected,,1,Figur,verkörpert,Rolle,
Hannah,Katze,Undirected,,1,Figur,verkörpert,Rolle,
Annie Moffat,Freundin,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Laurie,Grashüpfer,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Schlafmütze,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Schlafmütze,Undirected,,1,Figur,verkörpert,Rolle,
Tante March,Nervensäge,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Ding,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Ding,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Ding,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Ding,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Spitzbübin,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Spitzbübin,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Spitzbübin,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Spitzbübin,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Schurken,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Schurken,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Schurken,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Schurken,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Nonne,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Geschöpf,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Liebling,Undirected,,1,Figur,verkörpert,Rolle,
Mr. March,Eltern,Undirected,,1,Figur,verkörpert,Rolle,
Mrs. March,Eltern,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Erzieherin,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Person,Undirected,,1,Figur,verkörpert,Rolle,
Tante March,alte Dame,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Gesellschafterin,Undirected,,1,Figur,verkörpert,Rolle,
Tante March,Verwandte,Undirected,,1,Figur,verkörpert,Rolle,
Onkel March,alter Herr,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Hausweiblich,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Biene,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Lerche,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Heimchen,Undirected,,1,Figur,verkörpert,Rolle,
Beth,Wesen,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Baby,Undirected,,1,Figur,verkörpert,Rolle,
Amy,Raffael,Undirected,,1,Figur,verkörpert,Rolle,
Florence,Cousine,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Vertraute,Undirected,,1,Figur,verkörpert,Rolle,
Meg,Beraterin,Undirected,,1,Figur,verkörpert,Rolle,
Tante March,Tantchen,Undirected,,1,Figur,verkörpert,Rolle,
Jo,Wilde,Undirected,,1,Figur,verkörpert,Rolle,
Grace,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Ellen,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Susie Perkins,Schlosshund,Undirected,,1,Figur,verkörpert,Rolle,
Mr. Cutter,Fischhändler,Undirected,,1,Figur,verkörpert,Rolle,
Therese,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Thereses Bruder,Bruder,Undirected,,1,Figur,verkörpert,Rolle,
Thereses Onkel,Oheim,Undirected,,1,Figur,verkörpert,Rolle,
Therese,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Schönheit,Undirected,,1,Figur,verkörpert,Rolle,
Celia Brooke,Schwester,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Lady,Undirected,,1,Figur,verkörpert,Rolle,
Celia Brooke,Lady,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,junge Dame,Undirected,,1,Figur,verkörpert,Rolle,
Celia Brooke,junge Dame,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Schwester,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Onkel,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Vormund,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Nichte,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Erbin,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Gegner,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Bewerber,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Baronet,Undirected,,1,Figur,verkörpert,Rolle,
weiblich Cadwallader,Gattin,Undirected,,1,Figur,verkörpert,Rolle,
Herr Cadwallader,Pfarrer,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Ehrwürdiger,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Celia Brooke,Kind,Undirected,,1,Figur,verkörpert,Rolle,
weiblich Brook,Mama,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Dora,Undirected,,1,Figur,verkörpert,Rolle,
Celia Brooke,Kitty,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Architektin,Undirected,,1,Figur,verkörpert,Rolle,
Wordsworth,Dichter,Undirected,,1,Figur,verkörpert,Rolle,
Wordsworth,Poet,Undirected,,1,Figur,verkörpert,Rolle,
Davy,Dichter,Undirected,,1,Figur,verkörpert,Rolle,
Davy,Poet,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Gelehrter,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Repräsentant,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Engländer,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Fräulein,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Gutsleute,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Freund,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Alter,Undirected,,1,Figur,verkörpert,Rolle,
Herr Liret,Geistlicher,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Protestant,Undirected,,1,Figur,verkörpert,Rolle,
Wilberforce,Denker,Undirected,,1,Figur,verkörpert,Rolle,
Wilberforce,Unabhängige,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Sekretär,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,junges Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Celia Brooke,junges Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Herr,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Bewunderer,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Reiterin,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Junge,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Bücherwurm,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Geistlicher,Undirected,,1,Figur,verkörpert,Rolle,
Celia Brooke,Fräulein,Undirected,,1,Figur,verkörpert,Rolle,
Celia Brooke,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Erzengel,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Provinzialgeistlicher,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Zuhörer,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Wirth,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Grieche,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Gutsbesitzer,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Archivar,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Jugend,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Weib,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Reiter,Undirected,,1,Figur,verkörpert,Rolle,
John,Reitknecht,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Genie,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Schwager,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Gegnerin,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Mitglied,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Schwägerin,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Mensch,Undirected,,1,Figur,verkörpert,Rolle,
Celia Brooke,Treulose,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Bunch,Verbrecher,Undirected,,1,Figur,verkörpert,Rolle,
Bunch,Lämmerdieb,Undirected,,1,Figur,verkörpert,Rolle,
Herr Brooke,Junggeselle,Undirected,,1,Figur,verkörpert,Rolle,
Sir James Chettam,Partie,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Besitzerin,Undirected,,1,Figur,verkörpert,Rolle,
Edward Casaubon,Neuling,Undirected,,1,Figur,verkörpert,Rolle,
Dorothea Brooke,Novize,Undirected,,1,Figur,verkörpert,Rolle,
Alexej,Sohn,Undirected,,1,Figur,verkörpert,Rolle,
Sofja Iwanowna,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Gutsbesitzer,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Typ,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Mensch,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Kostgänger,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Narr,Undirected,,1,Figur,verkörpert,Rolle,
Dmitri,Sohn,Undirected,,1,Figur,verkörpert,Rolle,
Iwan,Sohn,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Miusow,weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Miussow,Gutsbesitzer,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Miusow,Mädchen,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Jammerlappen,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,männlich,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Possenreißer,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Miusow,Braut,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Karamasow,Entflohene,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Karamasow,Ehegatte,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Ehegatte,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Karamasow,junge weiblich,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Karamasow,Gattin,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Karamasow,Eheleute,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Eheleute,Undirected,,1,Figur,verkörpert,Rolle,
Seminarist,Seminarist,Undirected,,1,Figur,verkörpert,Rolle,
Seminarist,Lehrer,Undirected,,1,Figur,verkörpert,Rolle,
Dmitri,Mitja,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Ehemännlich,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Karamasow,Ärmste,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Karamasow,Befreierin,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Erzieher,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Vater,Undirected,,1,Figur,verkörpert,Rolle,
Dmitri,Kind,Undirected,,1,Figur,verkörpert,Rolle,
Dmitri,Kleiner,Undirected,,1,Figur,verkörpert,Rolle,
Grigori,Diener,Undirected,,1,Figur,verkörpert,Rolle,
Pjotr Alexandrowitsch Miussow,Großvater,Undirected,,1,Figur,verkörpert,Rolle,
Pjotr Alexandrowitsch Miussow,Vater,Undirected,,1,Figur,verkörpert,Rolle,
weiblich Muissow,Großmutter,Undirected,,1,Figur,verkörpert,Rolle,
weiblich Muissow,Gattin,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Papa,Undirected,,1,Figur,verkörpert,Rolle,
Pjotr Alexandrowitsch Miussow,Vetter,Undirected,,1,Figur,verkörpert,Rolle,
Pjotr Alexandrowitsch Miussow,Freund,Undirected,,1,Figur,verkörpert,Rolle,
Pjotr Alexandrowitsch Miussow,Anhänger,Undirected,,1,Figur,verkörpert,Rolle,
Pjotr Alexandrowitsch Miussow,Liberaler,Undirected,,1,Figur,verkörpert,Rolle,
Pjotr Alexandrowitsch Miussow,Staatsbürger,Undirected,,1,Figur,verkörpert,Rolle,
Pjotr Alexandrowitsch Miussow,Mensch,Undirected,,1,Figur,verkörpert,Rolle,
Pjotr Alexandrowitsch Miussow,Vormund,Undirected,,1,Figur,verkörpert,Rolle,
Pjotr Alexandrowitsch Miussow,Onkel,Undirected,,1,Figur,verkörpert,Rolle,
Adelaida Iwanowna Karamasow,Mutter,Undirected,,1,Figur,verkörpert,Rolle,
Moskauer Dame,Tante,Undirected,,1,Figur,verkörpert,Rolle,
Moskauer Dame,Dame,Undirected,,1,Figur,verkörpert,Rolle,
Tochter der Moskauer Dame,Tochter,Undirected,,1,Figur,verkörpert,Rolle,
Dmitri,Erstgeborener,Undirected,,1,Figur,verkörpert,Rolle,
Dmitri,Knabe,Undirected,,1,Figur,verkörpert,Rolle,
Dmitri,Offizier,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Erzeuger,Undirected,,1,Figur,verkörpert,Rolle,
Dmitri,junger männlich,Undirected,,1,Figur,verkörpert,Rolle,
Dmitri,Bruder,Undirected,,1,Figur,verkörpert,Rolle,
Iwan,Bruder,Undirected,,1,Figur,verkörpert,Rolle,
Alexej,Bruder,Undirected,,1,Figur,verkörpert,Rolle,
Sofja Iwanowna,junge weiblich,Undirected,,1,Figur,verkörpert,Rolle,
ein Jude,Jude,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Trinker,Undirected,,1,Figur,verkörpert,Rolle,
Fjordor Pawlowitsch Karamasow,Wüstling,Undirected,,1,Figur,verkörpert,Rolle,
Sofja Iwanowna,Tochter,Undirected,,1,Figur,verkörpert,Rolle,
Sofja Iwanowna,Waise,Undirected,,1,Figur,verkörpert,Rolle,
Vater von Sofja,Diakon,Undirected,,1,Figur,verkörpert,Rolle,
General Worochows weiblich,Wohltäterin,Undirected,,1,Figur,verkörpert,Rolle,
General Worochows weiblich,Erzieherin,Undirected,,1,Figur,verkörpert,Rolle,
General Worochows weiblich,Peinigerin,Undirected,,1,Figur,verkörpert,Rolle,
General Worochows weiblich,alte Dame,Undirected,,1,Figur,verkörpert,Rolle,
General Worochows weiblich,Witwe,Undirected,,1,Figur,verkörpert,Rolle,
