Id,Label,node type,gender
Bester,Bester,Rolle,männlich
Menschenkind,Menschenkind,Rolle,genderneutral
Fremder,Fremder,Rolle,männlich
Zwanzigjähriger,Zwanzigjähriger,Rolle,männlich
Bursche,Bursche,Rolle,männlich
Wirbelkopf,Wirbelkopf,Rolle,genderneutral
Knäblein,Knäblein,Rolle,männlich
Original,Original,Rolle,genderneutral
Onkel,Onkel,Rolle,männlich
Junggeselle,Junggeselle,Rolle,männlich
Egoist,Egoist,Rolle,männlich
Gesandter,Gesandter,Rolle,männlich
Privatsekretär,Privatsekretär,Rolle,männlich
Chef,Chef,Rolle,männlich
Tory,Tory,Rolle,männlich
Held,Held,Rolle,männlich
Dandy,Dandy,Rolle,männlich
George,George,Rolle,männlich
Diplomat,Diplomat,Rolle,männlich
Enkel,Enkel,Rolle,männlich
Devereux,Devereux,Rolle,genderneutral
Mädchen,Mädchen,Rolle,weiblich
Tochter,Tochter,Rolle,weiblich
Mädel,Mädel,Rolle,weiblich
Sohn,Sohn,Rolle,männlich
Kerlchen,Kerlchen,Rolle,männlich
Köter,Köter,Rolle,männlich
Kerl,Kerl,Rolle,männlich
Edelmann,Edelmann,Rolle,männlich
Protektionskind,Protektionskind,Rolle,genderneutral
Frauenzimmer,Frauenzimmer,Rolle,weiblich
Kind,Kind,Rolle,genderneutral
Abkömmling,Abkömmling,Rolle,genderneutral
Dame,Dame,Rolle,weiblich
Parlamentsmitglied,Parlamentsmitglied,Rolle,männlich
Nachbarin,Nachbarin,Rolle,weiblich
Freundin,Freundin,Rolle,weiblich
Liebe,Liebe,Rolle,weiblich
Neffe,Neffe,Rolle,männlich
Baronet,Baronet,Rolle,männlich
Politiker,Politiker,Rolle,männlich
Herzogin,Herzogin,Rolle,weiblich
Victoria,Victoria,Rolle,weiblich
Ausländer,Ausländer,Rolle,männlich
Kosmopolit,Kosmopolit,Rolle,männlich
Paradiesvogel,Paradiesvogel,Rolle,genderneutral
Schauspielerin,Schauspielerin,Rolle,weiblich
Genie,Genie,Rolle,genderneutral
Baron,Baron,Rolle,männlich
Monstrum,Monstrum,Rolle,genderneutral
Rosalinde,Rosalinde,Rolle,weiblich
Imogen,Imogen,Rolle,weiblich
Geliebter,Geliebter,Rolle,männlich
Kunstmäzen,Kunstmäzen,Rolle,männlich
Kreatur,Kreatur,Rolle,genderneutral
Fräulein,Fräulein,Rolle,weiblich
Prinz,Prinz,Rolle,männlich
Prinz Märchenschön,Prinz Märchenschön,Rolle,männlich
Figur,Figur,Rolle,genderneutral
Lady Capolet,Lady Capolet,Rolle,weiblich
Julia,Julia,Rolle,weiblich
Philister,Philister,Rolle,männlich
Person,Person,Rolle,genderneutral
Lord Henrys Frau,Lord Henrys Frau,Figur,
Dorians Freund,Diroians Freund,Figur,
Dorian Grays Mutter,Dorians Mutter,Figur,
Lady Agatha,Lady Agatha,Figur,
Parker,Parker,Figur,
Lord Fermor,Lord Fermor,Figur,
Lord Fermors Vater,Lord Fermores Vater,Figur,
Lady Margaret,Lady Margaret,Figur,
Kelso,Kelso,Figur,
Agatha,Agatha,Figur,
Plato,Plato,Figur,
Erskine of Treadley,Erskine of Treadley,Figur,
Jude,Jude,Figur,
Dorian,Dorian,Figur,
