Id,Label,node type,gender
Schwester,Schwester,Rolle,weiblich
Schwiegersohn,Schwiegersohn,Rolle,männlich
sechs Männer,sechs Männer,Rolle,männlich
Sechziger,Sechziger,Rolle,männlich
Sklave,Sklave,Rolle,männlich
Sterbende,Sterbende,Rolle,weiblich
Teilnehmer,Teilnehmer,Rolle,genderneutral
Teure,Teure,Rolle,weiblich
Tochter,Tochter,Rolle,weiblich
Unglückliche,Unglückliche,Rolle,weiblich
Vater,Vater,Rolle,männlich
Verbrecher,Verbrecher,Rolle,männlich
Verbrecherin,Verbrecherin,Rolle,weiblich
Verräter,Verräter,Rolle,männlich
Vorsteherin,Vorsteherin,Rolle,weiblich
Waise,Waise,Rolle,genderneutral
Weib,Weib,Rolle,weiblich
Wesen,Wesen,Rolle,genderneutral
Wirtin,Wirtin,Rolle,weiblich
Wohltäter,Wohltäter,Rolle,männlich
Wüstling,Wüstling,Rolle,männlich
Zeugin,Zeugin,Rolle,weiblich
Zierpuppe,Zierpuppe,Rolle,weiblich
zwei Knaben,zwei Knaben,Rolle,männlich
Freundlin,,Rolle,weiblich
Sklavin,Sklavin,Rolle,weiblich
