Id,Label,node type,gender
Nachtwächter,Nachtwächter,Rolle,männlich
Sieger,Sieger,Rolle,männlich
Vorgänger,Vorgänger,Rolle,männlich
Mensch,Mensch,Rolle,genderneutral
Paria,Paria,Rolle,männlich
Zuhälter,Zuhälter,Rolle,männlich
Neurotiker,Neurotiker,Rolle,männlich
Säuferin,Säuferin,Rolle,weiblich
Bastard,Bastard,Rolle,genderneutral
Billie,Billie,Rolle,männlich
Grieche,Grieche,Rolle,männlich
Bill,Bill,Rolle,männlich
Tod,Tod,Rolle,genderneutral
Alter,Alter,Rolle,männlich
Gelber,Gelber,Rolle,männlich
Chinamann,Chinamann,Rolle,männlich
Eigentümer,Eigentümer,Rolle,männlich
Direktor,Direktor,Rolle,männlich
Praktikant,Praktikant,Rolle,männlich
Aufwärter,Aufwärter,Rolle,männlich
Maler,Maler,Rolle,männlich
Mutter,Mutter,Rolle,weiblich
Vater,Vater,Rolle,männlich
Großtante,Großtante,Rolle,weiblich
Alte,Alte,Rolle,weiblich
Neugeborenes,Neugeborenes,Rolle,genderneutral
Wöchnerin,Wöchnerin,Rolle,weiblich
Denker,Denker,Rolle,männlich
Angeredeter,Angeredeter,Rolle,männlich
Erregter,Erregter,Rolle,männlich
Bettloser,Bettloser,Rolle,männlich
Mixer,Mixer,Rolle,männlich
Mitglied,Mitglied,Rolle,genderneutral
Hilfsbarmann,Hilfsbarmann,Rolle,männlich
Elster,Elster,Rolle,genderneutral
Mechaniker,Mechaniker,Rolle,männlich
Bewohner,Bewohner,Rolle,männlich
Gemahl,Gemahl,Rolle,männlich
Röhrenbesitzer,Röhrenbesitzer,Rolle,männlich
Schatz,Schatz,Rolle,genderneutral
Treuherziger,Treuherziger,Rolle,männlich
Schnepfe,Schnepfe,Rolle,weiblich
Geschäftspartner,Geschäftspartner,Rolle,männlich
Automechaniker,Automechaniker,Rolle,männlich
Sohn,Sohn,Rolle,männlich
kein Idiot,kein Idiot,Rolle,männlich
Kind,Kind,Rolle,genderneutral
Sklave,Sklave,Rolle,männlich
Versicherungsagent,Versicherungsagent,Rolle,männlich
Besessener,Besessener,Rolle,männlich
Besitzer,Besitzer,Rolle,männlich
Fischlieferant,Fischlieferant,Rolle,männlich
Liebhaber,Liebhaber,Rolle,männlich
Feuerwehrleute,Feuerwehrleute,Rolle,genderneutral
Meister,Meister,Rolle,männlich
Sankt Franziskus,Sankt Franziskus,Rolle,männlich
Froschjäger,Froschjäger,Rolle,männlich
Polizist,Polizist,Rolle,männlich
Bursche,Bursche,Rolle,männlich
Humorist,Humorist,Rolle,männlich
Student,Student,Rolle,männlich
Sir,Sir,Rolle,männlich
alter Herr,alter Herr,Rolle,männlich
Verblichener,Verblichener,Rolle,männlich
Autor,Autor,Rolle,männlich
