Id,Label,node type,gender
Nebenbuhlerin,Nebenbuhlerin,Rolle,weiblich
Künstlerin,Künstlerin,Rolle,weiblich
Weibse,Weibse,Rolle,weiblich
Mädel,Mädel,Rolle,weiblich
Gemahl,Gemahl,Rolle,männlich
Lebemann,Lebemann,Rolle,männlich
Jahrmarktherkules,Jahrmarktherkules,Rolle,männlich
Bankier,Bankier,Rolle,männlich
Debütantin,Debütantin,Rolle,weiblich
Dämchen,Dämchen,Rolle,männlich
Schwede,Schwede,Rolle,männlich
Schönheit,Schönheit,Rolle,weiblich
Liebster,Liebster,Rolle,männlich
Bursche,Bursche,Rolle,männlich
Junggeselle,Junggeselle,Rolle,männlich
Blondine,Blondine,Rolle,weiblich
Dame,Dame,Rolle,weiblich
Mädchen,Mädchen,Rolle,weiblich
Tochter,Tochter,Rolle,weiblich
Schwiegervater,Schwiegervater,Rolle,männlich
Kammerherr,Kammerherr,Rolle,männlich
Staatsrat,Staatsrat,Rolle,männlich
Mutter,Mutter,Rolle,weiblich
Weiberchen,Weiberchen,Rolle,weiblich
Iris,Iris,Rolle,weiblich
Diana,Diana,Rolle,weiblich
Gassenjunge,Gassenjunge,Rolle,männlich
Schauspieler,Schauspieler,Rolle,männlich
Mars,Mars,Rolle,männlich
Jupiter,Jupiter,Rolle,männlich
Gattin,Gattin,Rolle,weiblich
Vulkan,Vulkan,Rolle,männlich
Dorfschmied,Dorfschmied,Rolle,männlich
Kerl,Kerl,Rolle,männlich
Meister,Meister,Rolle,männlich
Person,Person,Rolle,genderneutral
Bester,Bester,Rolle,männlich
Journalist,Journalist,Rolle,männlich
König Dagobert,König Dagobert,Rolle,männlich
Kriegsgott,Kriegsgott,Rolle,männlich
Dandy,Dandy,Rolle,männlich
Hökerweib,Hökerweib,Rolle,weiblich
Püppchen,Püppchen,Rolle,weiblich
Pächtersfrau,Pächtersfrau,Rolle,weiblich
Gräfin,Gräfin,Rolle,weiblich
Feuilletonist,Feuilletonist,Rolle,männlich
Graf,Graf,Rolle,männlich
Gestalt,Gestalt,Rolle,genderneutral
Herrchen,Herrchen,Rolle,männlich
Freund,Freund,Rolle,männlich
Liebhaber,Liebhaber,Rolle,männlich
Kellner,Kellner,Rolle,männlich
Straßendirn,Straßendirn,Rolle,weiblich
Steinerchen,Steinerchen,Rolle,männlich
Frau,Frau,Rolle,weiblich
Weib,Weib,Rolle,weiblich
Nachbar,Nachbar,Rolle,männlich
Geschöpf,Geschöpf,Rolle,genderneutral
Vampir,Vampir,Rolle,genderneutral
Göttin,Göttin,Rolle,weiblich
Rivalin,Rivalin,Rolle,weiblich
Ehemann,Ehemann,Rolle,männlich
Siegerin,Siegerin,Rolle,weiblich
Dickschädel,Dickschädel,Rolle,genderneutral
Madame,Madame,Rolle,weiblich
Zofe,Zofe,Rolle,weiblich
Brünette,Brünette,Rolle,weiblich
Kind,Kind,Rolle,genderneutral
Kleiner,Kleiner,Rolle,männlich
Tante,Tante,Rolle,weiblich
Mimi,Mimi,Rolle,männlich
Herzbube,Herzbube,Rolle,männlich
Mama,Mama,Rolle,weiblich
Wicht,Wicht,Rolle,männlich
Ding,Ding,Rolle,genderneutral
Nichte,Nichte,Rolle,weiblich
Sohn,Sohn,Rolle,männlich
Herren,Herren,Rolle,männlich
Maurer,Maurer,Rolle,männlich
Prinz,Prinz,Rolle,männlich
Alte,Alte,Rolle,weiblich
Anstandsdame,Anstandsdame,Rolle,weiblich
Freundin,Freundin,Rolle,weiblich
Schatz,Schatz,Rolle,genderneutral
Kleine,Kleine,Rolle,weiblich
Dienstmädchen,Dienstmädchen,Rolle,weiblich
Bürschchen,Bürschchen,Rolle,männlich
Junge,Junge,Rolle,männlich
Jüngling,Jüngling,Rolle,männlich
Herrin,Herrin,Rolle,weiblich
Liebe,Liebe,Rolle,weiblich
Kauz,Kauz,Rolle,männlich
Fürstin,Fürstin,Rolle,weiblich
Bescheidene,Bescheidene,Rolle,weiblich
Marquis,Marquis,Rolle,männlich
Herrschaft,Herrschaft,Rolle,männlich
Gauner,Gauner,Rolle,männlich
Halunke,Halunke,Rolle,männlich
Bübchen,Bübchen,Rolle,männlich
Pinsel,Pinsel,Rolle,genderneutral
Coiffeur,Coiffeur,Rolle,männlich
Weltmann,Weltmann,Rolle,männlich
Friseur,Friseur,Rolle,männlich
Amor,Amor,Rolle,
Fauchery,Fauchery,Figur,
Simonne,Simonne,Figur,
Migon,Mignon,Figur,
Steiner,Steiner,Figur,
Carolines Mutter,Carolines Mutter,Figur,
Juno,Juno,Rolle,
Auguste,Auguste,Figur,
Zoé,Zoé,Figur,
Louis,Louis,Figur,
Madame Tricon,Madame Tricon,Figur,
Vater von Louis,Vater von Louis,Figur,
Georges Hugon,Georges,Figur,
Graf Muffat de Beuville,Graf Muffat de Beuville,Figur,
