Id,Label,node type,gender
Pharisäer,Pharisäer,Rolle,männlich
Schößling,Schößling,Rolle,genderneutral
Mutter,Mutter,Rolle,weiblich
Wilde,Wilde,Rolle,genderneutral
Dummkopf,Dummkopf,Rolle,genderneutral
Mama,Mama,Rolle,weiblich
Papa,Papa,Rolle,männlich
Dieb,Dieb,Rolle,männlich
Narr,Narr,Rolle,männlich
0,Mr. Heathcliff,Figur,
