Id,Label,node type,gender
Bettelmusiker,Bettelmusiker,Rolle,männlich
Dickkopf,Dickkopf,Rolle,genderneutral
Jüngste,Jüngste,Rolle,weiblich
Letztgeborene,Letztgeborene,Rolle,weiblich
Nesthäkchen,Nesthäkchen,Rolle,genderneutral
Kokospalmenkletterer,Kokospalmenkletterer,Rolle,männlich
Arzt,Arzt,Rolle,männlich
Luftgeist,Luftgeist,Rolle,genderneutral
Schreiber,Schreiber,Rolle,männlich
Papa,Papa,Rolle,männlich
Kosakenkind,Kosakenkind,Rolle,genderneutral
Autor,Autor,Rolle,männlich
Freund,Freund,Rolle,männlich
Rote,Rote,Rolle,weiblich
Karotte,Karotte,Rolle,genderneutral
Mädchen,Mädchen,Rolle,weiblich
Blondine,Blondine,Rolle,weiblich
Verführer,Verführer,Rolle,männlich
Antoine,Antoine,Figur,
Herr Dr. R.,Herr Dr. R.,Figur,
Laroche,Laroche,Figur,
Oberst Godchot,Oberst Godchot,Figur,
Fournès,Fournès,Figur,
Lefèvre,Lefèvre,Figur,
Mac-Mahon,Mac-Mahon,Figur,
Sidos erster Mann,Sidos erster Mann,Figur,
Davout d’Auerstaedt,Davout d'Auerstaedt,Figur,
Mérimée,Mérimée,Figur,
