Id,Label,node type,gender
Diakon,Diakon,Rolle,männlich
Diener,Diener,Rolle,männlich
Dreckskerl,Dreckskerl,Rolle,männlich
Ehegatte,Ehegatte,Rolle,genderneutral
Eheleute,Eheleute,Rolle,genderneutral
Ehemann,Ehemann,Rolle,männlich
Ehrenmann,Ehrenmann,Rolle,männlich
Ehrwürden,Ehrwürden,Rolle,männlich
Engel,Engel,Rolle,genderneutral
Entflohene,Entflohene,Rolle,weiblich
Erstgeborener,Erstgeborener,Rolle,männlich
Erzeuger,Erzeuger,Rolle,männlich
Erzieher,Erzieher,Rolle,männlich
Erzieherin,Erzieherin,Rolle,weiblich
Freidenker,Freidenker,Rolle,männlich
Freund,Freund,Rolle,männlich
Gast,Gast,Rolle,genderneutral
Gattin,Gattin,Rolle,weiblich
Geist,Geist,Rolle,genderneutral
Generalin,Generalin,Rolle,weiblich
Glaubensheld,Glaubensheld,Rolle,männlich
Großmutter,Großmutter,Rolle,weiblich
Großvater,Großvater,Rolle,männlich
Grübler,Grübler,Rolle,männlich
Gutsbesitzerin,Gutsbesitzerin,Rolle,weiblich
Hauperbe,Hauperbe,Rolle,männlich
Hausfrau,Hausfrau,Rolle,weiblich
Heiliger,Heiliger,Rolle,männlich
heiliger Vater,heiliger Vater,Rolle,männlich
Held,Held,Rolle,männlich
Herr,Herr,Rolle,männlich
Irrer,Irrer,Rolle,männlich
Jammerlappen,Jammerlappen,Rolle,männlich
Jude,Jude,Rolle,männlich
Junge,Junge,Rolle,männlich
junge Frau,junge Frau,Rolle,weiblich
Jungendliche,Jungendliche,Rolle,genderneutral
junger Mann,junger Mann,Rolle,männlich
Jüngling,Jüngling,Rolle,männlich
Kapellmeister,Kapellmeister,Rolle,männlich
kein Fanatiker,kein Fanatiker,Rolle,männlich
kein König,kein König,Rolle,männlich
kein Mystiker,kein Mystiker,Rolle,männlich
Kerl,Kerl,Rolle,männlich
Kind,Kind,Rolle,genderneutral
Kirchenfürst,Kirchenfürst,Rolle,männlich
Kleiner,Kleiner,Rolle,männlich
Knabe,Knabe,Rolle,männlich
Kostgänger,Kostgänger,Rolle,männlich
Kostgängerin,Kostgängerin,Rolle,weiblich
Lehrer,Lehrer,Rolle,männlich
Liberaler,Liberaler,Rolle,männlich
Liebling,Liebling,Rolle,genderneutral
Mädchen,Mädchen,Rolle,weiblich
Mann,Mann,Rolle,männlich
Meister,Meister,Rolle,männlich
Mensch,Mensch,Rolle,genderneutral
Menschenfreund,Menschenfreund,Rolle,männlich
Menschlein,Menschlein,Rolle,genderneutral
Mitja,Mitja,Rolle,männlich
Mutter,Mutter,Rolle,weiblich
Naprawnik,Naprawnik,Rolle,männlich
Narr,Narr,Rolle,männlich
Novize,Novize,Rolle,männlich
Oberleutnant,Oberleutnant,Rolle,männlich
Offizier,Offizier,Rolle,männlich
Onkel,Onkel,Rolle,männlich
Pägagoge,Pägagoge,Rolle,männlich
Papa,Papa,Rolle,männlich
Pariser,Pariser,Rolle,männlich
Patrizier,Patrizier,Rolle,männlich
Peinigerin,Peinigerin,Rolle,weiblich
Persönlichkeit,Persönlichkeit,Rolle,genderneutral
Petruscha,Petruscha,Rolle,männlich
Pflegetochter,Pflegetochter,Rolle,weiblich
Possenreißer,Possenreißer,Rolle,männlich
Priestermönch,Priestermönch,Rolle,männlich
Prozessierende,Prozessierende,Rolle,genderneutral
Querkopf,Querkopf,Rolle,genderneutral
Realist,Realist,Rolle,männlich
Säufer,Säufer,Rolle,männlich
Schiedsrichter,Schiedsrichter,Rolle,männlich
Schreierin,Schreierin,Rolle,weiblich
Schutzengel,Schutzengel,Rolle,genderneutral
Seelchen,Seelchen,Rolle,genderneutral
Sklave,Sklave,Rolle,männlich
Sohn,Sohn,Rolle,männlich
Staatsbürger,Staatsbürger,Rolle,männlich
Streitende,Streitende,Rolle,genderneutral
Tante,Tante,Rolle,weiblich
Theologe,Theologe,Rolle,männlich
Tölpel,Tölpel,Rolle,genderneutral
Träumer,Träumer,Rolle,männlich
Trinker,Trinker,Rolle,männlich
Typ,Typ,Rolle,männlich
Vater,Vater,Rolle,männlich
Verfasser,Verfasser,Rolle,männlich
Verstorbene,Verstorbene,Rolle,weiblich
Verwandter,Verwandter,Rolle,männlich
Vetter,Vetter,Rolle,männlich
Vorkämpfer,Vorkämpfer,Rolle,männlich
Vormund,Vormund,Rolle,genderneutral
Waise,Waise,Rolle,genderneutral
Witwe,Witwe,Rolle,weiblich
Wohltäter,Wohltäter,Rolle,männlich
Wohltäterin,Wohltäterin,Rolle,weiblich
Wüstling,Wüstling,Rolle,männlich
Zehnjähriger,Zehnjähriger,Rolle,männlich
Zeuge,Zeuge,Rolle,männlich
Adelaida Iwanowna Miusow,Adelaida Iwanowna Miusow,Figur,
