Id,Label,type,gender
Schinder,Schinder,Rolle,Mann
Vater,Vater,Rolle,Mann
Freiherr von Wenk,Freiherr von Wenk,Figur,
Landknecht,Landknecht,Figur,
Kämmerer,Kämmerer,Rolle,Mann
Meister Himboldt,Meister Himboldt,Figur,
Schinderknecht,Schinderknecht,Rolle,Mann
Offizier,Offizier,Figur,
Bürger,Bürger,Figur,
Straßenjungen,Straßenjungen,Rolle,Mann
Tagediebe,Tagediebe,Rolle,Genderneutral
Sohn,Sohn,Rolle,Mann
Staatsbürger,Staatsbürger,Rolle,Mann
Räuber,Räuber,Rolle,Mann
Mörder,Mörder,Rolle,Mann
Wirt,Wirt,Rolle,Mann
Junker,Junker,Rolle,Mann
Herr,Herr,Rolle,Mann
Alter,Alter,Rolle,Mann
Mannn,Mannn,Rolle,Mann
Schlucker,Schlucker,Rolle,Mann
Grobian,Grobian,Rolle,Mann
Flegel,Flegel,Rolle,Mann
Dickwanst,Dickwanst,Rolle,Mann
Gegner,Gegner,Rolle,Mann
Fremder,Fremder,Rolle,Mann
Großknecht,Großknecht,Rolle,Mann
Hausfrau,Hausfrau,Rolle,Frau
Wenzel,Wenzel,Rolle,Mann
Vogt,Vogt,Rolle,Mann
Roßkamm,Roßkamm,Rolle,Mann
Schlingel,Schlingel,Rolle,Mann
Mitbüger,Mitbüger,Rolle,Mann
Gast,Gast,Rolle,Mann
Kunz von Tronka,Kunz von Tronka,Figur,
Spitzbube,Spitzbube,Rolle,Mann
Gauner,Gauner,Rolle,Mann
Raubhund,Raubhund,Rolle,Mann
Reisender,Reisender,Rolle,Mann
Rechtsgehülfe,Rechtsgehülfe,Rolle,Mann
Mundschenk,Mundschenk,Rolle,Mann
Stadthauptmann,Stadthauptmann,Rolle,Mann
Kanzler,Kanzler,Rolle,Mann
Querulant,Querulant,Rolle,Mann
Landjunker,Landjunker,Rolle,Mann
Jüngstes,Jüngstes,Rolle,Genderneutral
Verkäufer,Verkäufer,Rolle,Mann
Person,Person,Rolle,Mann
Fürstin,Fürstin,Rolle,Frau
Hergeholter,Hergeholter,Rolle,Mann
Äbtissin,Äbtissin,Rolle,Frau
Tante,Tante,Rolle,Frau
Erzieherin,Erzieherin,Rolle,Frau
Dame,Dame,Rolle,Frau
Stiftsfrau,Stiftsfrau,Rolle,Frau
Gekreuzigster,Gekreuzigster,Rolle,Mann
Gefangener,Gefangener,Rolle,Mann
Vetter,Vetter,Rolle,Mann
Feind,Feind,Rolle,Mann
Reichsfreier,Reichsfreier,Rolle,Mann
Weltfreier,Weltfreier,Rolle,Mann
Wüterich,Wüterich,Rolle,Mann
Hauptmann,Hauptmann,Rolle,Mann
Drache,Drache,Rolle,Genderneutral
Bürgermeister,Bürgermeister,Rolle,Mann
Päsident,Päsident,Rolle,Mann
Mordbrenner,Mordbrenner,Rolle,Mann
Schwager,Schwager,Rolle,Mann
Landplager,Landplager,Rolle,Mann
Menschenquäler,Menschenquäler,Rolle,Mann
Fluch,Fluch,Rolle,Mann
Verderben,Verderben,Rolle,Mann
Prinz,Prinz,Rolle,Mann
Statthalter,Statthalter,Rolle,Mann
Vermessener,Vermessener,Rolle,Mann
Heilloser,Heilloser,Rolle,Mann
Sünder,Sünder,Rolle,Mann
Gottvergessener,Gottvergessener,Rolle,Mann
Rebell,Rebell,Rolle,Mann
Landpächter,Landpächter,Rolle,Mann
Luther,Luther,Rolle,Mann
Junker von Tronka,Junker von Tronka,Rolle,Mann
Staatsdiener,Staatsdiener,Rolle,Mann
Junen,Junen,Rolle,Genderneutral
Erlöser,Erlöser,Rolle,Mann
Junke,Junke,Rolle,Mann
Ausländer,Ausländer,Rolle,Mann
Generalissimus,Generalissimus,Rolle,Mann
Oheim,Oheim,Rolle,Mann
Großkanzler,Großkanzler,Rolle,Mann
Jugendfreund,Jugendfreund,Rolle,Mann
Vertrauter,Vertrauter,Rolle,Mann
Geheimrat,Geheimrat,Rolle,Mann
Neffe,Neffe,Rolle,Mann
Staatsmann,Staatsmann,Rolle,Mann
Otto von Gorgas,Otto von Gorgas,Figur,
Hausmann,Hausmann,Rolle,Mann
Würgeengel,Würgeengel,Rolle,Mann
Bruder,Bruder,Rolle,Mann
Lehensvetter,Lehensvetter,Rolle,Mann
Elender,Elender,Rolle,Mann
Nichtsnutziger,Nichtsnutziger,Rolle,Mann
Tronka,Tronka,Rolle,Mann
Kerl,Kerl,Rolle,Mann
Freiherr,Freiherr,Rolle,Mann
Feiherr,Feiherr,Rolle,Mann
Meister,Meister,Rolle,Mann
Rädelsführer,Rädelsführer,Rolle,Mann
Bursche,Bursche,Rolle,Mann
Meister Humboldt,Meister Humboldt,Rolle,Mann
Mordwüterich,Mordwüterich,Rolle,Mann
Landesherr,Landesherr,Rolle,Mann
